,雇主id,雇主名字,provice_name,city_name,订单内容,成交金额,经度,纬度
451,12835205,破轮那,广东,广州,百度下拉框 相关搜索词指数 口碑维护,120,113.5107,23.2196
452,9069576,open_7792dasb,广东,广州,UI设计微信UI手机界面手机网站ui网页设计app页面设计,1900,113.5107,23.2196
453,13019757,leixinyu0123,广东,广州,我需要品牌故事,800,113.5107,23.2196
454,11181782,open_cbkgjmvt,广东,广州,LOGO设计/公司logo/品牌LOGO/企业商标设计,499,113.5107,23.2196
455,9311230,xiahu1982,广东,广州,【豪华型VI设计】总监专属定制 医疗金融 公司集团 酒店店面,15000,113.5107,23.2196
456,12162169,m_3336n88otu,广东,广州,企业网站建设，网站定制开发，网站搭建，网站设计，网站制作,3800,113.5107,23.2196
457,13117077,龙凡5,广东,广州,欢乐印短视频小程序升级,5000,113.5107,23.2196
458,9716314,小白白7号,广东,广州,包装设计母婴服饰保健品儿童玩具五金电子产品礼盒碗袋装标签瓶贴,500,113.5107,23.2196
459,13049732,英幻,广东,广州,我需要logo,20,113.5107,23.2196
460,11876385,ZBJ1280,广东,广州,京东引流京东店铺网店手机无线APP流量关注引流推广,150,113.5107,23.2196
461,19678143,t_6976in24ub,广东,广州,【工业制造能源采矿】公司品牌门店产品餐饮影视食品logo设计,495,113.5107,23.2196
462,20571512,t_0126hpv34p,广东,广州,知识产权运营有限公司logo设计,600,113.5107,23.2196
463,12536731,ynclsg,广东,广州,我需要三维动画制作,1800,113.5107,23.2196
464,12823288,鱼儿1987,广东,广州,淘宝天猫代运营店铺运营京东运营淘宝整店托管微淘直通车托管运营,112,113.5107,23.2196
465,12823288,鱼儿1987,广东,广州,淘宝天猫代运营店铺运营京东运营淘宝整店托管微淘直通车托管运营,585.9,113.5107,23.2196
466,19985243,nobelmnhv,广东,广州,需要logo,500,113.5107,23.2196
467,21029085,t_4945fik0t3,广东,广州,美工包月美工外包淘宝网店电商装修设计亚马逊速卖通网店代运营,100,113.5107,23.2196
468,21739691,m_9110_2ea2wk,广东,广州,微信代运营公众号文案原创微信文章写作公众号代运营微博文章撰写,800,113.5107,23.2196
469,5506680,liyongxing2011,广东,广州,电商直播运营京东天猫淘宝直播达人店铺全球购直播图文短视频营销,800,113.5107,23.2196
470,21862665,t_1182_xuftid,广东,广州,男装批发宣传用广告,800,113.5107,23.2196
471,21894718,t_0456_gRsa4m,广东,广州,深商联科技需要logo,1000,113.5107,23.2196
472,4724065,最美是山水,广东,广州,LOGO设计公司logo商标品牌设计标志设计包装vi图文图形,1988,113.5107,23.2196
473,71433,leon889930,广东,广州,医美机构logo,500,113.5107,23.2196
474,21953065,m_2955_khvfe2,广东,广州,广州辉达勇创科技有限公司首页设计,1500,113.5107,23.2196
475,11347529,weition,广东,广州,3-10天！百度下拉框 相关搜索词***优化排名******,1200,113.5107,23.2196
476,21887381,m_6781_77is0f,广东,广州,一次性筷子4件套装外卖餐具吃货四件套竹筷勺子牛皮纸四合一餐包,162,113.5107,23.2196
477,21918921,t_3174_qmu7wz,广东,广州,诺旗贸易有限公司需要logo,500,113.5107,23.2196
478,21814751,m_0222_3960h7,广东,广州,包装袋设计 包装盒手提袋高端礼盒 标签贴纸吊牌 不干胶设计,1000,113.5107,23.2196
479,21863937,t_4395_wer5la,广东,广州,爆款详情页设计淘宝美工网店装修美工包月外包宝贝页面描述制作,500,113.5107,23.2196
480,21617503,t_9390kgbhvf,广东,广州,淘宝直播运营天猫直播申请淘宝达人L1L2L3申请内容运营诊断,126,113.5107,23.2196
481,21736393,m_8512_hy8c03,广东,广州,淘宝美工包月详情页爆款设计网店设计店铺装修海报首页详情页设计,4000,113.5107,23.2196
482,21814057,t_2804_weiq6s,广东,广州,洗发水包装设计,1500,113.5107,23.2196
483,21968876,m_7039_xvoicp,广东,广州,建筑公司的LOGO设计,600,113.5107,23.2196
484,21853077,m_4424_07aynz,广东,广州,我需要设计一个文胸Logo,500,113.5107,23.2196
485,21719081,m_3329_aejzgl,广东,广州,我需要工业设计的需求,3180,113.5107,23.2196
486,21768326,t_2853_xptgzb,广东,广州,QQ群发,3000,113.5107,23.2196
487,21682154,阿贵佬,广东,广州,阿贵佬LOGO设计,588,113.5107,23.2196
488,15281133,尚宽国际,广东,广州,LOGO设计,300,113.5107,23.2196
489,21993273,t_2138_GHyg1f,广东,广州,影视传媒贸易酒店旅游家居农业母婴卡通字体logo商标志设计,100,113.5107,23.2196
490,1519769,simonha,广东,广州,抖音火山小视频运营粉丝维护服务定制服务,1300,113.5107,23.2196
491,21956873,m_9909_wtnekg,广东,广州,LOGO设计,1000,113.5107,23.2196
492,21875839,m_9881_x1q1f0,广东,广州,区盟（广州） 区块链科技有限公司logo设计,500,113.5107,23.2196
493,21995397,m_8866_qplfx2,广东,广州,广州企业管理软件开发OA系统开发CRM开发ERP进销存定制,2000,113.5107,23.2196
494,21886835,t_9887_tGlq7d,广东,广州,企业logo设计平面餐饮公司LOGO图形标志品牌商标设计,599,113.5107,23.2196
495,21899825,t_4989_jt1wo9,广东,广州,网页设计/网站ui/ 前端H5/响应式/网站开发建设/界面,1200,113.5107,23.2196
496,18929146,泰潮,广东,广州,我需要教育产品类PPT设计，已经有完整内容了,1000,113.5107,23.2196
497,21786671,m_3156_6goqrd,广东,广州,需要logo,688,113.5107,23.2196
498,21681104,t_3633_CSih0g,广东,广州,画册易拉宝广告平面设计展会海报折页宣传册包装设计传单详情设计,100,113.5107,23.2196
499,12799362,麦尚晟信息技术,广东,广州,单商户公众号ui设计,2500,113.5107,23.2196
500,21891476,m_8045_gaupx4,广东,广州,我需要移动应用UI设计,1200,113.5107,23.2196
501,21887844,m_4181_rrsmpk,广东,广州,LOGO设计/卡通吉祥物/品牌商标设计/字体图标【总监操刀】,980,113.5107,23.2196
502,21887844,m_4181_rrsmpk,广东,广州,瓶贴设计产品包装设计专卖店商超连锁店包装设计瓶贴手提袋礼品盒,500,113.5107,23.2196
503,21731685,m_4434_r9qlcs,广东,广州,需要海报设计,666,113.5107,23.2196
504,21887470,m_3397_ptu356,广东,广州,美术馆的LOGO设计,300,113.5107,23.2196
505,21880361,t_0441_vkmxf5,广东,广州,我需要起一个小说网站的笔名，以及一个自媒体的名称,200,113.5107,23.2196
506,21967036,m_6295_mbgpm7,广东,广州,营销型网站首页设计,500,113.5107,23.2196
507,21952029,m_5060_nq66de,广东,广州,宝宝起名取名小孩婴儿人工大师（八字五行，传统周易）普通版,273.6,113.5107,23.2196
508,21886710,WYZ吴彦祖,广东,广州,【新用户福利】我需要0成本代理游戏服务,0.01,113.5107,23.2196
509,21934678,m_1324_6qao8s,广东,广州,淘宝 详情页设计 淘宝 美工包月 淘宝装修 天猫 整店装修,1000,113.5107,23.2196
510,21794486,t_4268_RTasqk,广东,广州,餐饮行业vi设计公司企业VIS系统视觉设计logo酒店,3200,113.5107,23.2196
511,21892000,m_6296_es5lqj,广东,广州,网页设计/网站设计/网站制作/ui设计/网站建设/小程序设计,10000,113.5107,23.2196
512,6491623,海龙快印,广东,广州,创意海报设计产品海报设计企业文化广告宣传海报设计,500,113.5107,23.2196
513,21862692,m_9420_643eo2,广东,广州,品牌LOGO设计品牌公司餐饮食品房产酒店金融建材服装卡通麦町,999,113.5107,23.2196
514,11262268,罗斯视觉设计,广东,广州,我需要人力资源咨询,280,113.5107,23.2196
515,21951747,t_6037_TLcsa2,广西,贵港,需要品牌起名,150,109.9402,23.3459
516,21888709,m_3168_q9undi,贵州,贵阳,【新用户福利】我需要0成本代理游戏服务,0.01,106.6992,26.7682
517,21626399,m_5777_ynaxyv,贵州,贵阳,酒店管理公司LOGO设计,500,106.6992,26.7682
518,21970897,m_3456_b0923i,贵州,贵阳,酒类企业“樽豪”LOGO设计,300,106.6992,26.7682
519,11879430,mcggo,贵州,贵阳,企业文化墙/党建文化墙/校园文化墙/展示墙/效果图,800,106.6992,26.7682
520,13256948,真影视,贵州,贵阳,自住房装修效果图设计！,3200,106.6992,26.7682
521,3264769,策叔,贵州,贵阳,总监操刀公司logo设计|品牌LOGO匠派设计商标标志设计,2000,106.6992,26.7682
522,21840574,m_1742_rwp5z9,贵州,贵阳,多商户商城微信三级分销商城小程序商城微信小程序分销公众号开发,9500,106.6992,26.7682
523,11020372,十步家文艺男装,贵州,贵阳,我需要LOGO设计,1000,106.6992,26.7682
524,21985091,m_0795_fnzi1m,贵州,贵阳,公司投资修建大楼需要起名,20,106.6992,26.7682
525,21919148,m_0463_32x0zb,广西,桂林,【新用户福利】我需要0成本代理游戏服务,0.1,110.5554,25.318
526,19625231,t_0604nx0ikd,黑龙江,哈尔滨,品牌包装设计包装袋设计食品包装产品包装礼品包装手提袋原创设计,800,127.9688,45.368
527,15539349,t_8505wc8h0d,黑龙江,哈尔滨,品牌起名/起名取名,399,127.9688,45.368
528,12318239,open_kant73dh,黑龙江,哈尔滨,企业网站建设 网站开发 网站定制 手机网站 网站制作网站设计,40000,127.9688,45.368
529,19835715,t_4185vzje6a,黑龙江,哈尔滨,【总监操刀包装设计】米老头 统一 康师傅御用 包装盒食品饮料,1998,127.9688,45.368
530,11004414,漠鸣1,黑龙江,哈尔滨,微信投票系统 女神投票萌宝投票活动送礼物投票 手机投票微投票,5500,127.9688,45.368
531,21977532,m_1575_xxk4z2,黑龙江,哈尔滨,宣传册招商手册宣传画册企业内刊书籍排版封面设计PPT画册设计,300,127.9688,45.368
532,21999304,m_9075_xwmimx,黑龙江,哈尔滨,LOGO设计文化教育LOGO设计标志设计,300,127.9688,45.368
533,21933887,m_6707_a8srd9,黑龙江,哈尔滨,微领网络营销策划,40,127.9688,45.368
534,6736089,zaixiangjian,黑龙江,哈尔滨,文案代写文章写作企业品牌文化营销宣传软文广告原创文案演讲稿,135,127.9688,45.368
535,21361362,t_8682rtkoys,海南,海口,餐饮食品/教育机构微信公众号代运营推文写作原创文章代写,240,110.3893,19.8516
536,21722115,m_9210_2v4utv,海南,海口,专业代笔解说词演讲稿读后感征文企业传记文案策划歌词文章撰写作,1000,110.3893,19.8516
537,16868030,t_0061bselat,海南,海口,商业计划书项目可行性报告写作美化融资创业计划书PPT路演招商,2000,110.3893,19.8516
538,12922321,Techsky,海南,海口,UI设计网页美工网站设计手机端界面设计微商城页面APP界面,380,110.3893,19.8516
539,17849719,税控君,海南,海口,有税小青年LOGO设计,300,110.3893,19.8516
540,17196373,t_1706yzrhx1,海南,海口,我需要名片设计,50,110.3893,19.8516
541,21765700,m_3744_9xn7dq,海南,海口,我需要VI系统设计,780,110.3893,19.8516
542,7749187,hdkailin100,河北,邯郸,我需要包装设计,2000,114.4775,36.535
543,20030776,t_6150gvjgq9,河北,邯郸,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,114.4775,36.535
544,20030776,t_6150gvjgq9,河北,邯郸,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,114.4775,36.535
545,20025886,t_0694jmr5qo,陕西,汉中,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,106.886,33.0139
546,20025886,t_0694jmr5qo,陕西,汉中,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,106.886,33.0139
547,21955906,t_6529_fmg76d,浙江,杭州,企业网站建设网站制作 网站设计 网站开发 网站定制 好网互联,2800,119.5313,29.8773
548,21955906,t_6529_fmg76d,浙江,杭州,微信小程序开发/小程序开发/微信小程序建设/定制各行业小程序,1000,119.5313,29.8773
549,20964884,一万颗,浙江,杭州,互联网行业logo设计，可注册商标,500,119.5313,29.8773
550,21767485,m_0376_5yf050,浙江,杭州,前智LOGO设计,300,119.5313,29.8773
551,21890884,m_8577_0w3ejc,浙江,杭州,【逐鹿】微信朋友圈运营公众号托管微信群活动策划,158,119.5313,29.8773
552,21890884,m_8577_0w3ejc,浙江,杭州,【逐鹿】淘宝达人运营微淘托管淘宝达人活动策划,158,119.5313,29.8773
553,21885179,m_0051_unftpl,浙江,杭州,商业计划书BP策划商业策划招商策划PPT融资计划书可行性报告,3500,119.5313,29.8773
554,21720393,t_1160_Oxtywj,浙江,杭州,淘宝直播 天猫京东直播代运营 商家达人全球购直播代开微淘,4000,119.5313,29.8773
555,21772551,m_6597_1cqmcl,浙江,杭州,企业网站建设，官网定制开发，网站搭建，网站设计，网站制作,1000,119.5313,29.8773
556,21849854,m_4432_fsp563,浙江,杭州,【电子家电零售百货】公司品牌门店产品餐饮影视食品logo设计,990,119.5313,29.8773
557,11815851,高艳1986,浙江,杭州,上海高端品牌画册设计企业产品宣传册排版企业内刊杂志手册三折页,10000,119.5313,29.8773
558,21990226,m_8856_62v4ic,浙江,杭州,logo设计公司LOGO设计餐饮品牌门店互联网图形婚礼服饰,588,119.5313,29.8773
559,21751386,m_0414_3b1pcv,浙江,杭州,我需要搜索权重优化,298,119.5313,29.8773
560,21751386,m_0414_3b1pcv,浙江,杭州,我需要搜索权重优化,158,119.5313,29.8773
561,21951496,m_7718_ejg4w4,浙江,杭州,PPT修改优化模板动画效果制作商务演示企业培训设计编辑文案,1200,119.5313,29.8773
562,21915835,t_3634_gzjw7z,浙江,杭州,杭州泱睿私密科技有限公司需要logo,2000,119.5313,29.8773
563,21803435,t_1768_MNe578,浙江,杭州,宣传画册设计产品画册企业宣传册招商手册公司样本设计说明书设计,1140,119.5313,29.8773
564,14503990,t_7233sw3ptz,浙江,杭州,淘宝京东拼多多图片拍摄产品拍摄网店拍照静物产品摄影电商产品,200,119.5313,29.8773
565,8378515,zhangjr0801,浙江,杭州,女士箱包品牌取名（4个字以内）,200,119.5313,29.8773
566,12277372,aineness,浙江,杭州,我需要logo,999,119.5313,29.8773
567,20211623,t_0599oxg61z,浙江,杭州,LOGO设计/商标设计/卡通logo/字体设计/企业logo,500,119.5313,29.8773
568,10390337,LY1235,浙江,杭州,我需要LOGO,500,119.5313,29.8773
569,22009491,t_3394ydh7o1,浙江,杭州,我需要品牌起名,200,119.5313,29.8773
570,11504937,open_lmdp6itx,浙江,杭州,PPT策划制作美化企业代做PPT课件汇报路演设计动画定制融资,450,119.5313,29.8773
571,6427772,xinleei,浙江,杭州,LOGO设计企业公司VI系统形象品牌字体图形英文logo标志,500,119.5313,29.8773
572,21923783,t_3044_hfrjgl,浙江,杭州,我需要LOGO,1000,119.5313,29.8773
573,21828532,t_2582_hVpcgh,浙江,杭州,我需要logo,300,119.5313,29.8773
574,21976674,m_8283_qss0nf,浙江,杭州,logo设计公司品牌餐饮商标LOGO标志起名vi包装画册设计,500,119.5313,29.8773
575,21725747,m_1174_ukzn3g,浙江,杭州,logo设计LOGO商标设计注册设计标志logo设计vi,1200,119.5313,29.8773
576,21866685,m_8132_c3hnip,浙江,杭州,微博微信业务新浪微博微信公众号订阅号微博粉丝通推广,100,119.5313,29.8773
577,21890766,t_4479_Xmh77i,浙江,杭州,baocms江湖小猪fastadmin专业二次开发没有搞不定,900,119.5313,29.8773
578,21943501,m_5347_g4yvxx,浙江,杭州,【艺点包装盒设计】端午包装休闲食品酒水包装设计节日礼盒包装,2700,119.5313,29.8773
579,21705249,m_3507_rrwoyo,浙江,杭州,我需要图片后期,400,119.5313,29.8773
580,21916742,m_7678_zge2n9,浙江,杭州,【海报Banner设计】五金零售百货教育行业宣传活动促销海报,280,119.5313,29.8773
581,21704043,m_8102_ew3dcf,浙江,杭州,蚕丝产品折页设计,516,119.5313,29.8773
582,21967941,m_8564_zhvw9x,浙江,杭州,外贸LOGO设计,1699,119.5313,29.8773
583,21085812,公子-羽,浙江,杭州,【折页】宣传企业公司产品宣传推广活动促销使用说明三折页设计,500,119.5313,29.8773
584,22029970,m_6525_rudpe8,浙江,杭州,淘宝天猫阿里京东猪八戒网店装修设计详情页主图设计【标准版】,100,119.5313,29.8773
585,18981263,伶萝策划,浙江,杭州,哎呀呀首页设计,300,119.5313,29.8773
586,21844609,那夏呐,浙江,杭州,卡巴新能源汽车租赁（杭州）有限公司 制作三维金币建模,1000,119.5313,29.8773
587,21523112,t_5792kw2hh2,浙江,杭州,公司品牌策划品牌故事公司简介产品创意文案撰写广告语设计创作,3800,119.5313,29.8773
588,21523112,t_5792kw2hh2,浙江,杭州,(逐美）室内，家装，工装，公建，别墅，景观，漫游动画，鸟瞰图,500,119.5313,29.8773
589,21890030,m_0054_xbmtah,浙江,杭州,我需要品牌起名,200,119.5313,29.8773
590,18731220,wuziyi315,浙江,杭州,APP开发 高端定制开发 个性化开发,25400,119.5313,29.8773
591,18731220,wuziyi315,浙江,杭州,在线点单类小程序开发,12000,119.5313,29.8773
592,21976836,m_8712_qn4epc,浙江,杭州,电商详情页设计,3000,119.5313,29.8773
593,21706919,m_9983_uvjxsd,浙江,杭州,我需要名片设计,78,119.5313,29.8773
594,14641886,open_ep6h57p9,浙江,杭州,医院HIS接入,1,119.5313,29.8773
595,747881,wetabo,浙江,杭州,京旨生物科技（上海）有限公司需要logo,500,119.5313,29.8773
596,6317129,xikel,浙江,杭州,我需要logo,300,119.5313,29.8773
597,10058224,荣爱一生,安徽,合肥,服务器 商场 机房 3d轴侧效果图 分析图 中控室效果图,240,117.29,32.0581
598,10058224,荣爱一生,安徽,合肥,前厅及走道效果图设计,100,117.29,32.0581
599,20248768,t_7188vnvkrf,安徽,合肥,云服务器环境搭建网站搬家安装|网站搭建|网站搬家,100,117.29,32.0581
600,21959496,t_9484vj14gc,安徽,合肥,app定制开发软件APP制作原生开发产品设计【实体团队】,10,117.29,32.0581
601,12931795,西典东韵,安徽,合肥,太和县皖信建材有限公司LOGO设计,200,117.29,32.0581
602,21929260,t_2994_vVrumr,安徽,合肥,海贝植物科技的LOGO设计,500,117.29,32.0581
603,21683912,m_7122_k9ssdm,安徽,合肥,我需要定制我需要其它漫画设计,250,117.29,32.0581
604,22004166,m_9300_cj80v9,安徽,合肥,我需要图象处理软件,6000,117.29,32.0581
605,21990511,m_9312_6cqxnc,安徽,合肥,华业企业logo设计标志设计公司商标设计产品品牌标签设计,588,117.29,32.0581
606,21938661,t_4376_AHwr0f,安徽,合肥,我需要logo设计,300,117.29,32.0581
607,21836526,m_7529_40om0u,安徽,合肥,【工业制造能源采矿】公司品牌门店产品餐饮影视食品logo设计,500,117.29,32.0581
608,21837663,t_1771cyhesk,安徽,合肥,淘宝店铺装修设计网店装修产品详情页设计整店装修设计美工包月,1,117.29,32.0581
609,21630093,t_4476lmupwc,安徽,合肥,淘宝整店装修设计店铺装修宝贝详情页设计网店装修美工包月设计,1,117.29,32.0581
610,21872965,请叫我胡子先森,安徽,合肥,广告语,500,117.29,32.0581
611,14797061,上上之家,安徽,合肥,PHP+mysql网站/成品网站/模板建站仿站网站建设做网站,450,117.29,32.0581
612,14797061,上上之家,安徽,合肥,软件界面设计-ui设计软件界面设计ui自作设计ui开发定制,800,117.29,32.0581
613,14797061,上上之家,安徽,合肥,APP定制开发安卓ios开发ios苹果代签名软件开发app,1800,117.29,32.0581
614,13676884,xxy161,安徽,合肥,580专业公司企业品牌标志商标图标食品卡通LOGO设计,580,117.29,32.0581
615,21894728,t_7204_pj5z84,广西,河池,苹果企业证书签名APP iOS签名 ipa打包wap封装,300,107.8638,24.5819
616,21976445,t_6634_dffgwa,广东,河源,BP路演创业项目广告公司品牌企业商标活动起名取名,180,114.917,23.9722
617,6607441,孙波2012,河南,鹤壁,淘宝天猫京东代运营店铺托管诊断网店手机无线店铺装修详情页设计,250,114.3787,35.744
618,22034157,m_2459_xe5zi6,河北,衡水,我需要非标机械设计,200,115.8838,37.7161
619,1146616,cvrd,河北,衡水,化工贸易企业需要logo设计,1000,115.8838,37.7161
620,21921034,m_7868_5cw7ni,内蒙古,呼和浩特,需要广告牌设计,1300,111.4124,40.4901
621,21918831,小小猪168,内蒙古,呼和浩特,小程序微信开发微信小程序1元免费使用小程序开发手机网站公众号,1,111.4124,40.4901
622,21823005,m_9509_9staaj,内蒙古,呼和浩特,商城app前端开发,10000,111.4124,40.4901
623,21169827,t_0836sEccyq,内蒙古,呼和浩特,因心卡通LOGO设计 娱乐/餐饮/旅游/媒体/影视/互联网,1999,111.4124,40.4901
624,21169827,t_0836sEccyq,内蒙古,呼和浩特,餐饮教育培训家居电商公司店铺旅游茶饮原创图文logo标志设计,600,111.4124,40.4901
625,21722498,m_9238_eyzyix,内蒙古,呼和浩特,品牌策划品牌故事企业公司简介品牌文化公司品牌理念愿景文案写作,4500,111.4124,40.4901
626,11380831,星际网站建设,内蒙古,呼和浩特,网络、软件开发LOGO设计,300,111.4124,40.4901
627,10452935,英华腾飞,内蒙古,呼和浩特,百度下拉框相关搜索词指数 口碑维护,500,111.4124,40.4901
628,9558912,hnahz,内蒙古,呼和浩特,上海恒建会展有限公司LOGO设计,300,111.4124,40.4901
629,21310091,t_1688my9jlq,辽宁,葫芦岛,图标渔港LOGO设计,430,120.1575,40.578
630,21854111,m_1900_ar1cm2,浙江,湖州,浙江华卓家居有限公司LOGO设计,500,119.8608,30.7782
631,22027694,t_3098_fM03rk,浙江,湖州,BP路演创业项目广告公司品牌企业商标活动起名取名,100,119.8608,30.7782
632,22028980,t_1730_Rrbhun,江苏,淮安,BP路演创业项目广告公司品牌企业商标活动起名取名,200,118.927,33.4039
633,1163345,蓝色梦想BLUE,江苏,淮安,公司LOGO优化设计,300,118.927,33.4039
634,21903982,m_0101_l0ho25,江苏,淮安,餐饮/旅游/企业logo/产品logo设计，资深设计！,146.52,118.927,33.4039
635,22026170,t_8558xo8tkh,江苏,淮安,【首页设计】淘宝天猫京东电商主页首页定制设计美工修图,12,118.927,33.4039
636,21995640,t_4806ggoyyv,江苏,淮安,微信公众号代运营、原创图文排版、日常推文微信发文托管包月,80,118.927,33.4039
637,21988131,t_1752nl2ex5,江苏,淮安,【总监操刀】微信微博原创、公众号创意营销文案策划、新媒体文案,70,118.927,33.4039
638,19923357,t_1746ybp0lk,江苏,淮安,包含logo公司起名|品牌起名产品企业商标店铺起名取名取名字,788,118.927,33.4039
639,22027413,t_3281_yR0d1n,江苏,淮安,BP路演创业项目广告公司品牌企业商标活动起名取名,100,118.927,33.4039
640,21927126,m_8330_zorr1j,湖北,黄冈,我需要二次开发,1800,115.2686,30.6628
641,20031855,t_8231tkn2zm,安徽,黄山,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,118.0481,29.9542
642,20031855,t_8231tkn2zm,安徽,黄山,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,118.0481,29.9542
643,21711725,t_3129_EBlo8b,安徽,黄山,"博新设计，党建展厅，荣誉室，政府廉政展厅效果图,党群活动室",1000,118.0481,29.9542
644,20030791,t_8835ksigmm,安徽,黄山,企业网站建设网站设计网站开发网站定制网站制作网页设计公司官网,80,118.0481,29.9542
645,20030791,t_8835ksigmm,安徽,黄山,小程序开发微信开发微商城微官网微信分销系统公众号微信公众平台,80,118.0481,29.9542
646,11798773,诚腾,广东,惠州,品牌商标起名公司起名产品起名取名字起名字策划品牌命名取名起名,498,114.6204,23.1647
647,21987258,m_0409_ohsgwa,广东,惠州,数商科技LOGO设计,650,114.6204,23.1647
648,21760350,m_9240_nh69d4,广东,惠州,我需要vi系统设计,100,114.6204,23.1647
649,5109809,sethlee,广东,惠州,美工包月外包整店装修/详情页设计/首页设计/淘宝美工海报设计,1000,114.6204,23.1647
650,5109809,sethlee,广东,惠州,网店代运营拼多多整店代运营天猫代运营店铺托管整店装修代运营,3000,114.6204,23.1647
651,21936868,m_2442_8350kq,广东,惠州,服装行业LOGO设计,300,114.6204,23.1647
652,21755870,m_3504_bs297p,广东,惠州,【威威名片设计】企业名片公司名片卡片设计创意名片,200,114.6204,23.1647
653,21792401,m_0673_y2wy6i,广东,惠州,易象企业logo设计标志设计餐饮LOGO公司字体图形设计商标,500,114.6204,23.1647
654,16886950,t_7722kc4nv0,江西,吉安,【3套方案】logo设计LOGO公司logo商标品牌标志设计,358,114.884,26.9659
655,21887263,m_3364_hipze8,山东,济南,海报设计 展会户外广告 易拉宝展架宣传 DM单设计 折页设计,297,117.1582,36.8701
656,21951527,m_1984_wkdv5c,山东,济南,【新用户福利】我需要0成本代理游戏服务,0.1,117.1582,36.8701
657,16412244,奥斯陆全屋定制家具,山东,济南,我需要logo,1999,117.1582,36.8701
658,22019689,t_6505qvcxgo,山东,济南,【总监操刀】微信微博原创、公众号创意营销文案策划、新媒体文案,50,117.1582,36.8701
659,20569336,t_0326ovuenm,山东,济南,蕉目bananaeye logo设计,500,117.1582,36.8701
660,9051318,美伢free,山东,济南,公司名片设计,300,117.1582,36.8701
661,20569336,t_0326ovuenm,山东,济南,眼镜图形logo,300,117.1582,36.8701
662,21734428,m_4295_hmj3ss,山东,济南,运动服设计，运动套装设计，工作服 赛事运动服 设计运动夹克,1188,117.1582,36.8701
663,21893948,m_6753_4ojs16,山东,济南,我需要名片设计,200,117.1582,36.8701
664,21718482,m_8864_fw515m,山东,济南,我需要店铺视觉升级,4000,117.1582,36.8701
665,21965874,m_1022_x9ounk,山东,济南,【新用户福利】我需要0成本代理游戏服务,0.1,117.1582,36.8701
666,21916481,t_4715_xp2m3d,山东,济南,企业网站建设网站制作 网站设计 网站开发 网站定制 好网互联,200,117.1582,36.8701
667,21903758,t_0170_betz74,山东,济南,【电商系列】电商网站 商城网站 购物网站建设开发 好网互联,200,117.1582,36.8701
668,6908545,繁琐让我疲倦,山东,济南,excel-VBA开发 表格数据处理 工具制作模板 编写公式,200,117.1582,36.8701
669,21877889,m_5795_j220e2,山东,济宁,原创logo初级设计企业标志 商标logo 品牌LOGO,799,116.8286,35.3375
670,21897668,t_6099_RBhg09,山东,济宁,简单—写意—古风—水墨画—连环画—古风素材-试稿,304,116.8286,35.3375
671,21704233,t_6618_nr10dr,山东,济宁,拼多多引流拼多多店铺网店无线手机APP流量精准引流推广,100,116.8286,35.3375
672,22024405,m_0977_8uscm1,浙江,嘉兴,卡通logo包装标志海报宣传单折页LOGO商标易拉宝名片设计,599,120.9155,30.6354
673,5440516,qqfeiche,浙江,嘉兴,网站外链优化 外链部接服务合作,50,120.9155,30.6354
674,21954371,m_8390_0b0jar,浙江,嘉兴,门型展架x展架易拉宝广告展示架海报设计平面设计修改满意为止,300,120.9155,30.6354
675,21432807,t_9297JN2sdd,浙江,嘉兴,logo设计公司企业餐饮旅游商标logo设计资深设计满意为止,568,120.9155,30.6354
676,3534406,zdfdyw,浙江,嘉兴,力动户外需要产品外观设计,380,120.9155,30.6354
677,10144209,兰熏,浙江,嘉兴,【高端原创】公司LOGO企业logo标志设计vi设计商标设计,528,120.9155,30.6354
678,18093191,t_1480sum1r9,浙江,嘉兴,微博微信微博微信公众号新浪微博微信公众号新浪微博粉丝通推广,80,120.9155,30.6354
679,21912777,m_7481_3udfkb,浙江,嘉兴,【新用户福利】我需要企业抖音号代认证服务,0.1,120.9155,30.6354
680,21634513,m_3512_9zbbf7,浙江,嘉兴,我需要户外广告设计,2600,120.9155,30.6354
681,21852946,t_5243_pDa0zy,浙江,嘉兴,我需要包装设计,900,120.9155,30.6354
682,21329577,t_3317NUve5y,广东,江门,微信小程序制作公众号平台定制开发设计微商城微官网分销系统,100,112.6318,22.1484
683,21298522,t_5446Qcp227,广东,江门,微信小程序制作公众号平台定制开发设计微商城微官网分销系统,100,112.6318,22.1484
684,21325221,t_0848fQ2iil,广东,江门,网站建设门户网页设计商城旅游教育培训电商官网H5定制开发仿站,100,112.6318,22.1484
685,21242150,t_7020DAfeap,广东,江门,网站建设门户网页设计商城旅游教育培训电商官网H5定制开发仿站,100,112.6318,22.1484
686,21987134,m_7916_ga6npz,广东,江门,LOGO设计,500,112.6318,22.1484
687,21892183,m_8090_1mi48s,广东,江门,LOGO设计,100,112.6318,22.1484
688,21886608,m_9494_qsbzfw,河南,焦作,产品的图文LOGO,500,112.8406,35.1508
